Project_ID,Date,Region,State,Warehouse,Supplier,Material_Type,Project_Phase,Tower_Type,Substation_Type,Historical_Demand,Current_Inventory,Lead_Time_Days,Supplier_Risk,Commodity_Price,Transportation_Cost,Storage_Capacity,Production_Capacity,Project_Budget,Weather,Season,Quantity_Required
PG-PROJ-EMER-004,2022-08-17,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Testing & Commissioning,Tension,AIS (Air Insulated),587.0,504.0,21.0,0.11885399794313684,104.84912387758159,140.2566730110409,6324,2305,161360,Rainy,Monsoon,548
PG-PROJ-009,2025-08-06,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Stringing,Angle,GIS (Gas Insulated),1507.0,1392.0,43.0,0.2512666734246053,118.31944641965387,41.53012569329851,4403,2583,190948,Heavy Wind,Monsoon,1416
PG-PROJ-011,2021-06-30,NR,Uttar Pradesh,WH-NR-02,Tata Power,Transformer,Tower Erection,Suspension,Hybrid,0.0,7.0,94.0,0.6921608365691808,145.26264116480326,42.12616593779294,4648,2560,231680,Normal,Monsoon,3
PG-PROJ-EMER-004,2022-05-25,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Stringing,Suspension,AIS (Air Insulated),1744.0,2950.0,20.0,0.05,119.78568343871497,104.14167318161878,6324,2305,161360,Extreme Heat,Summer,1852
PG-PROJ-005,2025-01-01,NER,Assam,WH-NER-01,Tata Power,Hardware Fittings,Planning,Suspension,Hybrid,17.0,34.0,22.0,0.13959861166854184,130.0107119659073,64.48531313509002,4113,5424,255959,Normal,Winter,21
PG-PROJ-EMER-001,2025-02-12,SR,Andhra Pradesh,WH-SR-02,Skipper Limited,Insulator,Tower Erection,Tension,GIS (Gas Insulated),268.0,661.0,20.0,0.09720789213056452,132.23475103110718,145.9871651383423,4623,6943,381926,Normal,Winter,880
PG-PROJ-005,2024-01-03,NER,Assam,WH-NER-01,Skipper Limited,Insulator,Foundation,Angle,GIS (Gas Insulated),239.0,543.0,33.0,0.17825061103363346,130.67909723598208,83.63462223102853,3807,5548,255959,Normal,Winter,438
PG-PROJ-EMER-004,2021-09-15,WR,Gujarat,WH-WR-02,Tata Power,Transformer,Foundation,Terminal,AIS (Air Insulated),7.0,6.0,49.0,0.18519344365931847,100.64297807274696,65.51857872535828,5147,2104,161360,Normal,Monsoon,10
PG-PROJ-013,2020-12-16,ER,Bihar,WH-ER-02,KEC International,Conductor,Testing & Commissioning,Terminal,Hybrid,508.0,247.0,49.0,0.22605698978083907,105.2938182617845,69.625537325605,7747,4081,152953,Extreme Cold,Winter,534
PG-PROJ-016,2023-04-19,NR,Haryana,WH-NR-01,KEC International,Conductor,Stringing,Tension,Hybrid,420.0,1932.0,45.0,0.22577886935813934,124.49683043116144,111.34996513763079,7820,3804,148535,Heavy Wind,Summer,1414
PG-PROJ-016,2020-04-15,NR,Haryana,WH-NR-01,Skipper Limited,Insulator,Stringing,Transposition,GIS (Gas Insulated),383.0,739.0,44.0,0.26513878509846023,107.6270056368507,50.746133157775105,3042,6508,185669,Extreme Heat,Summer,706
PG-PROJ-023,2022-01-26,NER,Manipur,WH-NER-02,Tata Power,Transformer,Stringing,Suspension,AIS (Air Insulated),3.0,4.0,90.0,0.3071724946812324,115.18632558608415,38.70260539692428,6377,4913,138020,Normal,Winter,4
PG-PROJ-021,202-INVALID-DATE,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Planning,Suspension,GIS (Gas Insulated),33.0,275.0,41.0,0.20138665366469624,114.74690150462898,44.00830539956282,6869,2785,183442,Extreme Cold,Monsoon,33
PG-PROJ-023,2022-06-29,NER,Manipur,WH-NER-02,KEC International,Conductor,Planning,Transposition,AIS (Air Insulated),130.0,124.0,60.0,0.28496626829127697,110.1740048534008,73.33181763042359,5461,6191,138020,Rainy,Monsoon,3
PG-PROJ-EMER-004,2022-10-12,WR,Gujarat,WH-WR-02,Sterlite Power,Earthwire,Planning,Transposition,GIS (Gas Insulated),2.0,64.0,22.0,0.06325788173524971,107.22088735778472,113.93291490638205,6696,4730,161360,Extreme Heat,Post-Monsoon,68
PG-PROJ-025,2021-05-26,ER,West Bengal,WH-ER-01,Sterlite Power,Earthwire,Foundation,Transposition,GIS (Gas Insulated),138.0,41.0,29.0,0.10632927678128097,152.60196548372102,66.9541123559826,6612,6791,133306,Heavy Wind,Summer,155
PG-PROJ-005,2022-11-16,NER,Assam,WH-NER-01,KEC International,Tower Member,Tower Erection,Transposition,GIS (Gas Insulated),480.0,475.0,64.0,0.21717883947131245,110.22189312167265,93.99723045416246,5986,3603,255959,Heavy Wind,Post-Monsoon,604
PG-PROJ-014,2024-09-18,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Testing & Commissioning,Angle,AIS (Air Insulated),144.0,169.0,52.0,0.39693416715642815,113.04912049479702,48.102400770536136,7158,6118,233021,Normal,Monsoon,152
PG-PROJ-013,2024-12-18,ER,Bihar,WH-ER-02,Tata Power,Hardware Fittings,Planning,Suspension,Hybrid,408.0,244.0,36.0,0.34315181815993473,126.06579723399017,70.91201094411947,4463,4897,122362,Normal,Winter,1
PG-PROJ-021,2022-01-19,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Hardware Fittings,Planning,Terminal,AIS (Air Insulated),59.0,35.0,22.0,0.1172473547878801,114.96186671924777,27.763290812698337,7198,2163,183442,Normal,Winter,0
PG-PROJ-EMER-004,2020-10-07,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Tower Erection,Tension,AIS (Air Insulated),530.0,201.0,19.0,0.2046029441987442,97.75918113086085,92.0744847481013,6324,2305,201701,Extreme Cold,Post-Monsoon,606
PG-PROJ-017,2020-08-05,SR,Andhra Pradesh,WH-SR-02,KEC International,Conductor,Planning,Tension,AIS (Air Insulated),14.0,2074.0,44.0,0.2355861471121089,98.6244695271239,38.56216758510544,7366,6700,392002,Normal,Monsoon,0
PG-PROJ-EMER-002,2023-07-05,WR,Maharashtra,WH-WR-01,Kalpataru Power,Earthwire,Foundation,Tension,GIS (Gas Insulated),210.0,349.0,16.0,0.13353701715352695,113.61601631517247,83.50777199165177,5639,3966,445929,Normal,Monsoon,232
PG-PROJ-023,2023-04-26,NER,Manipur,WH-NER-02,Kalpataru Power,Tower Member,Planning,Terminal,GIS (Gas Insulated),634.0,422.0,64.0,0.2681559984608047,125.22702653753669,80.14529698402347,7423,5294,138020,Normal,Summer,159
PG-PROJ-EMER-001,2025-08-06,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Testing & Commissioning,Transposition,GIS (Gas Insulated),562.0,181.0,20.0,0.08059866711164682,118.31944641965387,109.53422752299456,7158,6118,381926,Extreme Heat,Monsoon,260
PG-PROJ-EMER-002,2025-07-23,WR,Maharashtra,WH-WR-01,Kalpataru Power,Earthwire,Testing & Commissioning,Transposition,GIS (Gas Insulated),275.0,335.0,15.0,0.16984351832357913,122.45704739369485,100.2923218154361,5639,3966,445929,Normal,Monsoon,210
PG-PROJ-019,2025-10-15,NR,Uttar Pradesh,WH-NR-02,Kalpataru Power,Tower Member,Foundation,Tension,GIS (Gas Insulated),613.0,441.0,57.0,0.35881263337632363,121.21935508554093,55.76090333934883,3450,6981,107760,Normal,Post-Monsoon,677
PG-PROJ-EMER-002,2025-04-02,WR,Maharashtra,WH-WR-01,Skipper Limited,Hardware Fittings,Tower Erection,Tension,GIS (Gas Insulated),503.0,82.0,11.0,0.1825161076887301,133.62740918168,103.26726181560231,6593,5077,445929,Extreme Heat,Summer,516
PG-PROJ-017,2023-06-28,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Foundation,Terminal,Hybrid,1.0,1.0,86.0,0.28701692531500217,115.89366125290833,57.30941548956316,4352,6570,313601,Normal,Monsoon,4
PG-PROJ-021,2020-04-08,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Hardware Fittings,Testing & Commissioning,Terminal,Hybrid,218.0,108.0,17.0,0.1207041768166772,105.78024460191351,46.2259668910362,7198,2163,229303,Normal,Summer,170
PG-PROJ-EMER-002,2022-10-12,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Tower Erection,Terminal,AIS (Air Insulated),637.0,293.0,13.0,0.16598770153706424,107.22088735778472,94.56882264956613,4773,2800,445929,Normal,Post-Monsoon,596
PG-PROJ-017,2023-01-04,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Testing & Commissioning,Angle,AIS (Air Insulated),4.0,5.0,94.0,0.311845102033125,120.4107493813677,79.20619094306366,4352,6570,313601,Heavy Wind,Winter,9
PG-PROJ-017,2020-08-05,SR,Andhra Pradesh,WH-SR-02,Skipper Limited,Insulator,Planning,Angle,GIS (Gas Insulated),154.0,225.0,27.0,0.14657510273152158,98.6244695271239,23.81780939080042,4623,6943,392002,Normal,Monsoon,43
PG-PROJ-009,2022-11-30,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Stringing,Transposition,GIS (Gas Insulated),96.0,1716.0,56.0,0.28930590017527374,109.01073214840149,60.17392414591762,4403,2583,190948,Extreme Heat,Post-Monsoon,1502
PG-PROJ-010,2020-01-01,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Planning,Transposition,AIS (Air Insulated),517.0,1551.0,50.0,0.2433632023400948,104.74507122951685,50.277634190168094,4403,2583,298461,Normal,Winter,214
PG-PROJ-016,2020-10-21,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Planning,Transposition,AIS (Air Insulated),139.0,121.0,56.0,0.2659691516122039,96.65699306184254,62.827045490197655,4779,5632,185669,Rainy,Post-Monsoon,0
PG-PROJ-025,2021-01-27,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Planning,Suspension,AIS (Air Insulated),281.0,369.0,26.0,0.21405523761590986,146.70117371516605,61.981245894657654,3274,4284,133306,Heavy Wind,Winter,50
PG-PROJ-021,2023-08-30,SR,Tamil Nadu,WH-SR-01,KEC International,Tower Member,Planning,Tension,GIS (Gas Insulated),196.0,145.0,59.0,0.31693618205118906,111.4493884064187,53.83005460030024,3861,3065,183442,Normal,Monsoon,0
PG-PROJ-021,2023-12-20,SR,Tamil Nadu,WH-SR-01,Kalpataru Power,Earthwire,Tower Erection,Transposition,Hybrid,164.0,41.0,44.0,0.34307874806836036,120.67452508021447,49.95925338320878,4017,4962,183442,Normal,Winter,183
PG-PROJ-016,2024-05-15,NR,Haryana,WH-NR-01,Tata Power,Transformer,Testing & Commissioning,Angle,GIS (Gas Insulated),8.0,1.0,95.0,0.3092332358370744,125.72704443611006,58.33734861835508,7656,5447,148535,Normal,Summer,10
PG-PROJ-005,2023-06-28,NER,Assam,WH-NER-01,Kalpataru Power,Earthwire,Testing & Commissioning,Suspension,AIS (Air Insulated),53.0,49.0,48.0,0.24425418445184172,115.89366125290833,79.54940908399628,4938,3105,255959,Rainy,Monsoon,43
PG-PROJ-023,2024-03-06,NER,Manipur,WH-NER-02,KEC International,Conductor,Testing & Commissioning,Suspension,GIS (Gas Insulated),773.0,933.0,46.0,0.1544133779112743,129.9104162167179,72.95768974730876,5461,6191,138020,Rainy,Summer,602
PG-PROJ-009,2025-04-09,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Tower Erection,Suspension,Hybrid,429.0,294.0,56.0,0.4374511308492757,135.89564294967593,48.446796711559465,4793,6094,190948,Extreme Heat,Summer,152
PG-PROJ-021,2021-08-11,SR,Tamil Nadu,WH-SR-01,Kalpataru Power,Earthwire,Tower Erection,Angle,AIS (Air Insulated),108.0,184.0,31.0,0.17293821686388933,99.37639379678552,29.71354174523887,4017,4962,183442,Normal,Monsoon,130
PG-PROJ-003,2020-02-19,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Planning,Transposition,Hybrid,345.0,320.0,28.0,0.13265625576212406,108.79906438420863,51.13556026057806,4793,6094,149123,Normal,Winter,45
PG-PROJ-EMER-004,2020-06-03,WR,Gujarat,WH-WR-02,Kalpataru Power,Tower Member,Planning,Suspension,Hybrid,0.0,178.0,38.0,0.24929548782954422,102.2166769224165,53.66375538426866,6114,4427,201701,Normal,Monsoon,64
PG-PROJ-EMER-001,2022-02-02,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Unknown Phase,Terminal,AIS (Air Insulated),5.0,7.0,67.0,0.35013264752457846,118.02343257979936,57.00531793604309,4352,6570,381926,Normal,Winter,0
PG-PROJ-021,2024-12-25,SR,Tamil Nadu,WH-SR-01,Kalpataru Power,Earthwire,Unknown Phase,Suspension,Hybrid,458.0,214.0,32.0,0.13326893192288805,123.60960429263288,58.2819284239764,4017,4962,183442,Normal,Winter,249
PG-PROJ-EMER-004,2020-06-10,WR,Gujarat,WH-WR-02,KEC International,Conductor,Foundation,Transposition,AIS (Air Insulated),167.0,507.0,24.0,0.14771646658963183,100.07441618221827,48.33594301601143,3377,4289,201701,Normal,Monsoon,702
PG-PROJ-014,2020-10-21,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Planning,Angle,GIS (Gas Insulated),12.0,43.0,34.0,0.20490265236691385,96.65699306184254,55.57777101055946,7158,6118,291277,Normal,Post-Monsoon,14
PG-PROJ-004,2025-09-17,ER,West Bengal,WH-ER-01,KEC International,Tower Member,Stringing,Suspension,AIS (Air Insulated),329.0,639.0,70.0,0.23577918710203893,119.58083163979691,58.295655424401,5578,2314,91129,Rainy,Monsoon,196
PG-PROJ-005,2020-12-02,NER,Assam,WH-NER-01,Tata Power,Transformer,Planning,Transposition,Hybrid,0.0,1758.0,87.0,0.23498645246899819,105.13081204973732,77.37627766860668,6926,3976,319949,Normal,Winter,0
PG-PROJ-021,2023-11-15,SR,Tamil Nadu,WH-SR-01,Tata Power,Transformer,Foundation,Transposition,AIS (Air Insulated),3.0,3.0,87.0,0.251739850600816,116.27073071091677,36.50319590669232,4103,5173,183442,Rainy,Post-Monsoon,2
PG-PROJ-019,2022-12-21,NR,Uttar Pradesh,WH-NR-02,Skipper Limited,Hardware Fittings,Tower Erection,Tension,AIS (Air Insulated),272.0,381.0,30.0,0.20252786846362095,113.8323190268066,92.1586454841026,6851,5371,107760,Extreme Cold,Winter,253
PG-PROJ-EMER-004,2022-04-20,WR,Gujarat,WH-WR-02,Tata Power,Transformer,Stringing,Suspension,Hybrid,,-150.0,,,120.4526207543334,118.88673668452708,5147,2104,161360,,Summer,8
PG-PROJ-EMER-004,2023-11-08,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Testing & Commissioning,Terminal,Hybrid,771.0,837.0,15.0,0.05,115.3950229433985,104.20170571788884,6324,2305,161360,Normal,Post-Monsoon,590
PG-PROJ-001,2020-03-25,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Foundation,Angle,GIS (Gas Insulated),669.0,245.0,63.0,0.2602196363032467,109.6090972535029,39.07564317087378,4779,5632,228393,Extreme Heat,Summer,635
PG-PROJ-EMER-005,2021-09-22,WR,Maharashtra,WH-WR-01,Kalpataru Power,Tower Member,Tower Erection,Suspension,AIS (Air Insulated),195.0,1617.0,26.0,0.16883507049587212,100.10715478556051,100.908012023845,3816,6628,422269,Normal,Monsoon,1702
PG-PROJ-004,2023-06-07,ER,West Bengal,WH-ER-01,Sterlite Power,Earthwire,Planning,Terminal,AIS (Air Insulated),0.0,102.0,57.0,0.20292741272291076,121.2917922114229,63.07173194993991,6612,6791,91129,Rainy,Monsoon,0
PG-PROJ-008,2020-08-12,ER,Bihar,WH-ER-02,KEC International,Conductor,Stringing,Terminal,Hybrid,56.0,889.0,62.0,0.25525668567027915,95.91529852553218,70.13806204679541,7747,4081,299191,Heavy Wind,Monsoon,675
PG-PROJ-008,2023-08-30,ER,Bihar,WH-ER-02,Tata Power,Transformer,Stringing,Suspension,AIS (Air Insulated),3.0,0.0,111.0,0.38280046789754657,111.4493884064187,104.48380163101754,3336,5570,239352,Normal,Monsoon,2
PG-PROJ-014,2022-03-09,SR,Andhra Pradesh,WH-SR-02,Tata Power,Hardware Fittings,Planning,Suspension,AIS (Air Insulated),8.0,491.0,22.0,0.09002729445560013,119.54992009128986,50.86849099884383,5086,5728,233021,Normal,Summer,38
PG-PROJ-019,2021-09-15,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Foundation,Terminal,Hybrid,293.0,128.0,30.0,0.2233497765426834,100.64297807274696,37.237901886916376,4793,6094,107760,Normal,Monsoon,221
PG-PROJ-012,2020-05-13,NER,Assam,WH-NER-01,Tata Power,Hardware Fittings,Foundation,Angle,GIS (Gas Insulated),157.0,225.0,23.0,0.11837635280979128,103.78154444799705,69.74119786905402,4113,5424,124025,Normal,Summer,259
PG-PROJ-021,2024-02-28,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Stringing,Tension,GIS (Gas Insulated),963.0,1141.0,27.0,0.1282929762509629,128.88395618648258,68.17961282264929,6869,2785,183442,Normal,Winter,957
PG-PROJ-025,2021-05-19,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Foundation,Suspension,AIS (Air Insulated),5.0,5.0,108.0,0.7061275916425357,150.0662609413351,48.771534805933904,3774,3860,133306,Normal,Summer,5
PG-PROJ-EMER-005,2022-09-28,WR,Maharashtra,WH-WR-01,Kalpataru Power,Earthwire,Stringing,Tension,GIS (Gas Insulated),988.0,498.0,16.0,0.1765241794899043,104.92695078779845,85.93517269520694,5639,3966,422269,Normal,Monsoon,688
PG-PROJ-009,2023-09-27,NR,Uttar Pradesh,WH-NR-02,Kalpataru Power,Tower Member,Foundation,Transposition,AIS (Air Insulated),743.0,63.0,59.0,0.2673851062942483,109.82797606959326,25.260434496006454,3450,6981,190948,Normal,Monsoon,671
PG-PROJ-017,2021-03-10,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Stringing,Suspension,AIS (Air Insulated),2.0,6.0,93.0,0.6361372616928644,152.83242061591403,84.36349617998454,4352,6570,392002,Normal,Summer,3
PG-PROJ-EMER-002,2024-03-27,WR,Maharashtra,WH-WR-01,Kalpataru Power,Tower Member,Foundation,Terminal,AIS (Air Insulated),1173.0,2270.0,27.0,0.13306963060610907,128.14910221111236,104.95411471090102,3816,6628,445929,Normal,Summer,1464
PG-PROJ-012,2022-04-13,NER,Assam,WH-NER-01,Sterlite Power,Conductor,Testing & Commissioning,Transposition,GIS (Gas Insulated),473.0,578.0,51.0,0.20904016611125975,120.29115680276988,104.02779240303538,4813,4795,99220,Extreme Cold,Summer,543
PG-PROJ-018,2022-01-12,ER,Bihar,WH-ER-02,Tata Power,Transformer,Tower Erection,Tension,GIS (Gas Insulated),4.0,4.0,93.0,0.2767565000205809,117.42927885181581,44.03597956943092,3336,5570,176069,Normal,Winter,4
PG-PROJ-012,2025-07-30,NER,Assam,WH-NER-01,Tata Power,Hardware Fittings,Foundation,Terminal,GIS (Gas Insulated),120.0,101.0,39.0,0.21387066770557775,122.12203705955022,68.58373601264341,4113,5424,99220,Heavy Wind,Monsoon,147
PG-PROJ-EMER-002,2021-03-31,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Tower Erection,Transposition,GIS (Gas Insulated),652.0,264.0,39.0,0.3592277906062848,156.94686004285626,181.93280016167895,4773,2800,557412,Extreme Heat,Summer,456
PG-PROJ-012,2022-11-23,NER,Assam,WH-NER-01,Kalpataru Power,Earthwire,Stringing,Terminal,AIS (Air Insulated),221.0,483.0,27.0,0.14045687062718867,110.458133852707,67.15854538244587,4938,3105,99220,Normal,Post-Monsoon,430
PG-PROJ-004,2021-01-06,ER,West Bengal,WH-ER-01,Skipper Limited,Insulator,Foundation,Suspension,GIS (Gas Insulated),26.0,533.0,26.0,0.20360244280132372,148.47251443326132,79.80397650787796,5267,6108,113912,Normal,Winter,435
PG-PROJ-001,2023-03-01,NR,Haryana,WH-NR-01,Tata Power,Transformer,Foundation,Suspension,AIS (Air Insulated),4.0,3.0,98.0,0.3131514525965705,125.75378677502015,53.508236272771065,7656,5447,182714,Extreme Heat,Summer,4
PG-PROJ-EMER-004,2025-07-02,WR,Gujarat,WH-WR-02,Sterlite Power,Earthwire,Foundation,Tension,GIS (Gas Insulated),357.0,177.0,11.0,0.0895749814921515,123.37478350203457,80.31698405982452,6696,4730,161360,Normal,Monsoon,234
PG-PROJ-EMER-005,2023-07-19,WR,Maharashtra,WH-WR-01,Tata Power,Transformer,Stringing,Suspension,AIS (Air Insulated),10.0,7.0,69.0,0.39558183477689207,114.14792381806122,62.32476640466143,7733,2121,422269,Normal,Monsoon,6
PG-PROJ-EMER-005,2025-01-01,WR,Maharashtra,WH-WR-01,Kalpataru Power,Tower Member,Tower Erection,Angle,AIS (Air Insulated),1170.0,1803.0,30.0,0.19693116817825657,130.0107119659073,87.36719844108971,3816,6628,422269,Normal,Winter,2130
PG-PROJ-009,2022-06-29,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Tower Erection,Transposition,Hybrid,124.0,31.0,26.0,0.2069141805485021,110.1740048534008,47.37482208696235,4793,6094,190948,Normal,Monsoon,125
PG-PROJ-011,2022-05-25,NR,Uttar Pradesh,WH-NR-02,Skipper Limited,Hardware Fittings,Planning,Tension,Hybrid,90.0,136.0,37.0,0.18154294181465536,119.78568343871497,57.85648510089932,6851,5371,231680,Extreme Heat,Summer,49
PG-PROJ-016,2021-08-18,NR,Haryana,WH-NR-01,Skipper Limited,Insulator,Planning,Tension,AIS (Air Insulated),1002.0,1399.0,36.0,0.2081449183998837,99.92599074802708,38.97113639173056,3042,6508,148535,Normal,Monsoon,47
PG-PROJ-001,2022-04-06,NR,Haryana,WH-NR-01,KEC International,Conductor,Foundation,Tension,AIS (Air Insulated),1427.0,437.0,47.0,0.26254468104061524,120.77467589548314,75.36339775878149,7820,3804,182714,Heavy Wind,Summer,474
PG-PROJ-EMER-004,2024-05-29,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Tower Erection,Transposition,AIS (Air Insulated),483.0,618.0,12.0,0.18945814024496815,125.90445005242431,97.82775769073369,6324,2305,161360,Normal,Summer,656
PG-PROJ-004,2024-05-29,ER,West Bengal,WH-ER-01,Skipper Limited,Insulator,Stringing,Terminal,GIS (Gas Insulated),381.0,711.0,28.0,0.1830912741807392,125.90445005242431,47.05678820709358,5267,6108,91129,Heavy Wind,Summer,1053
PG-PROJ-009,2023-04-05,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Planning,Terminal,GIS (Gas Insulated),1670.0,2303.0,50.0,0.18004395500308462,123.0725801907861,27.075967641972944,4403,2583,190948,Normal,Summer,89
PG-PROJ-007,2024-08-28,ER,Bihar,WH-ER-02,Tata Power,Hardware Fittings,Foundation,Transposition,AIS (Air Insulated),117.0,174.0,38.0,0.30732018116308285,116.11701284467492,54.72014230305306,4463,4897,145212,Rainy,Monsoon,164
PG-PROJ-006,2023-11-15,ER,Bihar,WH-ER-02,Kalpataru Power,Tower Member,Planning,Transposition,GIS (Gas Insulated),458.0,929.0,62.0,0.2596986831886469,116.27073071091677,77.46537433614829,7310,5821,82725,Heavy Wind,Post-Monsoon,58
PG-PROJ-024,2021-07-21,NER,Manipur,WH-NER-02,Tata Power,Transformer,Planning,Angle,AIS (Air Insulated),0.0,5.0,104.0,0.3717634187239631,104.0125919341907,73.55770501585968,6377,4913,125989,Rainy,Monsoon,0
PG-PROJ-001,2020-02-05,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Planning,Transposition,AIS (Air Insulated),95.0,635.0,66.0,0.2305564835930572,107.09107569499729,33.251779003296654,4779,5632,228393,Extreme Cold,Winter,140
PG-PROJ-004,2020-03-18,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Stringing,Angle,AIS (Air Insulated),251.0,137.0,17.0,0.1433707730403698,108.4437130619523,80.24834766584469,3274,4284,113912,Normal,Summer,255
PG-PROJ-017,2024-03-20,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Stringing,Tension,AIS (Air Insulated),311.0,307.0,43.0,0.36729472964882287,134.31814169616413,44.17723680386839,7158,6118,313601,Rainy,Summer,398
PG-PROJ-008,2021-01-13,ER,Bihar,WH-ER-02,Tata Power,Transformer,Foundation,Suspension,AIS (Air Insulated),3.0,6.0,95.0,0.5974252939057461,149.23649928374394,39.174581061982785,3336,5570,299191,Normal,Winter,2
PG-PROJ-022,2021-09-15,NER,Manipur,WH-NER-02,Kalpataru Power,Tower Member,Tower Erection,Tension,Hybrid,218.0,348.0,86.0,0.32339245525186244,100.64297807274696,58.61447042956784,7423,5294,259697,Heavy Wind,Monsoon,507
PG-PROJ-002,2020-03-18,ER,West Bengal,WH-ER-01,Sterlite Power,Earthwire,Planning,Transposition,AIS (Air Insulated),206.0,172.0,40.0,0.18334163143440096,108.4437130619523,40.53083775690467,6612,6791,385929,Extreme Cold,Summer,23
PG-PROJ-006,2025-06-04,ER,Bihar,WH-ER-02,Skipper Limited,Insulator,Stringing,Terminal,GIS (Gas Insulated),72.0,823.0,56.0,0.2605118846940105,125.35481521329821,65.18450391091507,5767,6179,82725,Rainy,Monsoon,523
PG-PROJ-EMER-004,2024-01-31,WR,Gujarat,WH-WR-02,KEC International,Conductor,Planning,Transposition,GIS (Gas Insulated),70.0,44.0,20.0,0.14069555468373865,126.27708687695869,163.08685770159215,3377,4289,161360,Normal,Winter,234
PG-PROJ-004,2024-02-28,ER,West Bengal,WH-ER-01,KEC International,Tower Member,Tower Erection,Angle,Hybrid,43.0,2510.0,56.0,0.23437877888622485,128.88395618648258,40.276236308275806,5578,2314,91129,Normal,Winter,1636
PG-PROJ-015,2022-05-11,ER,Bihar,WH-ER-02,KEC International,Conductor,Planning,Terminal,GIS (Gas Insulated),1505.0,2017.0,48.0,0.18151854654376723,114.19722340581157,57.526851290677584,7747,4081,191978,Heavy Wind,Summer,196
PG-PROJ-012,2023-07-26,NER,Assam,WH-NER-01,Tata Power,Hardware Fittings,Stringing,Angle,Hybrid,156.0,99.0,55.0,0.38734425921058835,113.8790872060911,113.69688066656137,4113,5424,99220,Rainy,Monsoon,70
PG-PROJ-004,2023-03-08,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Testing & Commissioning,Suspension,GIS (Gas Insulated),135.0,246.0,18.0,0.13208545996697973,126.47155177845329,71.14024787537997,3274,4284,91129,Normal,Summer,225
PG-PROJ-008,2023-11-01,ER,Bihar,WH-ER-02,KEC International,Conductor,Testing & Commissioning,Angle,AIS (Air Insulated),1424.0,430.0,45.0,0.2796549249000575,114.99821950206088,56.06163200725468,7747,4081,239352,Normal,Post-Monsoon,619
PG-PROJ-021,2021-06-16,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Foundation,Terminal,AIS (Air Insulated),245.0,477.0,32.0,0.194682024088089,144.99595521774188,41.686337125100785,6869,2785,229303,Normal,Monsoon,359
PG-PROJ-016,2021-09-01,NR,Haryana,WH-NR-01,KEC International,Conductor,Planning,Tension,Hybrid,1749.0,2770.0,49.0,0.24844545338883847,100.18928051064336,41.07760500936377,7820,3804,148535,Normal,Monsoon,0
PG-PROJ-EMER-002,2022-09-21,WR,Maharashtra,WH-WR-01,Sterlite Power,Conductor,Foundation,Transposition,AIS (Air Insulated),774.0,1717.0,23.0,0.14938994839837702,102.15031360969662,105.11267270437783,7357,3777,445929,Normal,Monsoon,1228
PG-PROJ-025,2022-01-19,ER,West Bengal,WH-ER-01,KEC International,Tower Member,Testing & Commissioning,Angle,Hybrid,418.0,411.0,61.0,0.2324904763280105,114.96186671924777,51.732840023661495,5578,2314,106644,Normal,Winter,349
